Random Generator,bet,02-2018,04-2018,06-2018,08-2018,10-2018,12-2018,02-2019,04-2019,06-2019,08-2019,10-2019,12-2019,02-2020,04-2020,06-2020,08-2020,10-2020,12-2020
12,0.13583981,0.26956521739130435,0.23376623376623376,0.26200873362445415,0.2987012987012987,0.2863247863247863,0.28270042194092826,0.28991596638655465,0.288135593220339,0.2532188841201717,0.29411764705882354,0.3037974683544304,0.31223628691983124,0.2719665271966527,0.24267782426778242,0.23770491803278687,0.205761316872428,0.18775510204081633,0.16666666666666666
13,0.10572070300000001,0.15555555555555556,0.17410714285714285,0.18468468468468469,0.2054794520547945,0.22119815668202766,0.23963133640552994,0.2350230414746544,0.2727272727272727,0.3225806451612903,0.3644859813084112,0.391705069124424,0.4074074074074074,0.38073394495412843,0.3287671232876712,0.3,0.24537037037037038,0.16591928251121077,0.14349775784753363
14,0.147855245,0.3064516129032258,0.30522088353413657,0.2816326530612245,0.288,0.2908366533864542,0.30708661417322836,0.32421875,0.3333333333333333,0.3584905660377358,0.3828996282527881,0.3467153284671533,0.33454545454545453,0.2841726618705036,0.2571428571428571,0.22661870503597123,0.2028985507246377,0.16605166051660517,0.14661654135338345
15,0.095953799,0.28695652173913044,0.2555066079295154,0.2775330396475771,0.26126126126126126,0.26126126126126126,0.25112107623318386,0.2631578947368421,0.2532188841201717,0.26200873362445415,0.2851063829787234,0.296137339055794,0.2923728813559322,0.2765957446808511,0.27350427350427353,0.24568965517241378,0.21120689655172414,0.1906779661016949,0.1810344827586207
16,0.085328162,0.1991701244813278,0.21161825726141079,0.20408163265306123,0.23481781376518218,0.236,0.22267206477732793,0.2388663967611336,0.21074380165289255,0.19583333333333333,0.19665271966527198,0.2301255230125523,0.22357723577235772,0.1927710843373494,0.164,0.13709677419354838,0.12,0.13147410358565736,0.128
17,0.117817006,0.3662551440329218,0.37037037037037035,0.3603238866396761,0.32793522267206476,0.3524590163934426,0.37037037037037035,0.3709677419354839,0.3805668016194332,0.35080645161290325,0.34146341463414637,0.3481781376518219,0.3467741935483871,0.3469387755102041,0.29554655870445345,0.24701195219123506,0.17073170731707318,0.15040650406504066,0.13821138211382114
18,0.20537721,0.5606694560669456,0.5875,0.5477178423236515,0.4838709677419355,0.448,0.40160642570281124,0.36693548387096775,0.34782608695652173,0.35177865612648224,0.4,0.45121951219512196,0.45081967213114754,0.39759036144578314,0.3467741935483871,0.3110236220472441,0.2723735408560311,0.23846153846153847,0.20610687022900764
19,0.147111447,0.33064516129032256,0.31950207468879666,0.34309623430962344,0.3469387755102041,0.3319838056680162,0.32098765432098764,0.32510288065843623,0.33195020746887965,0.3277310924369748,0.3067226890756303,0.275,0.26556016597510373,0.24899598393574296,0.23828125,0.20948616600790515,0.171875,0.15953307392996108,0.1328125
20,0.197381392,0.44642857142857145,0.4888888888888889,0.5240174672489083,0.5021834061135371,0.5065502183406113,0.47844827586206895,0.45,0.4340425531914894,0.38095238095238093,0.36324786324786323,0.4051724137931034,0.41630901287553645,0.3620689655172414,0.3218884120171674,0.2594142259414226,0.25311203319502074,0.2033898305084746,0.2025862068965517
21,0.205786245,0.4204081632653061,0.4156378600823045,0.39330543933054396,0.38396624472573837,0.38197424892703863,0.4069264069264069,0.40948275862068967,0.41630901287553645,0.4525862068965517,0.4219409282700422,0.44166666666666665,0.3760330578512397,0.32786885245901637,0.25102880658436216,0.1991701244813278,0.1908713692946058,0.16872427983539096,0.18410041841004185
22,0.17612267,0.5289256198347108,0.47346938775510206,0.4066390041493776,0.3941908713692946,0.39183673469387753,0.3699186991869919,0.38271604938271603,0.3877551020408163,0.3877551020408163,0.3975409836065574,0.3868312757201646,0.3562753036437247,0.3076923076923077,0.27419354838709675,0.20078740157480315,0.22134387351778656,0.20866141732283464,0.2047244094488189
23,0.08698454800000001,0.32051282051282054,0.2863247863247863,0.2832618025751073,0.2796610169491525,0.2627118644067797,0.23404255319148937,0.2703862660944206,0.2672413793103448,0.26521739130434785,0.2974137931034483,0.3103448275862069,0.33905579399141633,0.34051724137931033,0.2918454935622318,0.24034334763948498,0.1906779661016949,0.16101694915254236,0.11206896551724138
24,0.089500526,0.17391304347826086,0.17391304347826086,0.1976284584980237,0.22709163346613545,0.23846153846153847,0.26053639846743293,0.2595419847328244,0.2625482625482625,0.2578125,0.2795275590551181,0.2891566265060241,0.25,0.22448979591836735,0.17479674796747968,0.15447154471544716,0.13168724279835392,0.11522633744855967,0.10483870967741936
25,0.074497147,0.08108108108108109,0.07114624505928854,0.07142857142857142,0.08627450980392157,0.0859375,0.1124031007751938,0.1422924901185771,0.1484375,0.14566929133858267,0.1517509727626459,0.14285714285714285,0.18253968253968253,0.17647058823529413,0.1607843137254902,0.15267175572519084,0.13636363636363635,0.1169811320754717,0.09737827715355805
26,0.133984924,0.2231404958677686,0.25,0.24489795918367346,0.24899598393574296,0.224,0.20481927710843373,0.20967741935483872,0.2032520325203252,0.20816326530612245,0.25206611570247933,0.2674897119341564,0.2530612244897959,0.2231404958677686,0.19008264462809918,0.1700404858299595,0.1417004048582996,0.11983471074380166,0.1092436974789916
27,0.126547075,0.35968379446640314,0.344,0.35080645161290325,0.328,0.2992125984251969,0.3333333333333333,0.316,0.37401574803149606,0.37549407114624506,0.34782608695652173,0.35294117647058826,0.3127413127413127,0.29961089494163423,0.2723735408560311,0.2490118577075099,0.24110671936758893,0.1968503937007874,0.18
28,0.219043724,0.5019607843137255,0.4624505928853755,0.46,0.4591439688715953,0.4765625,0.4708171206225681,0.42803030303030304,0.42748091603053434,0.4772727272727273,0.46387832699619774,0.48314606741573035,0.47692307692307695,0.40229885057471265,0.3007518796992481,0.25735294117647056,0.25,0.23161764705882354,0.21897810218978103
29,0.074834934,0.18181818181818182,0.19111111111111112,0.19642857142857142,0.20982142857142858,0.20175438596491227,0.21397379912663755,0.21888412017167383,0.2127659574468085,0.21610169491525424,0.22127659574468084,0.2184873949579832,0.225531914893617,0.20502092050209206,0.18803418803418803,0.14767932489451477,0.12931034482758622,0.11965811965811966,0.09913793103448276
30,0.217121305,0.40476190476190477,0.4238095238095238,0.4205607476635514,0.47706422018348627,0.46846846846846846,0.44594594594594594,0.4298642533936652,0.4351851851851852,0.3972602739726027,0.41935483870967744,0.44144144144144143,0.47533632286995514,0.38009049773755654,0.3568281938325991,0.30303030303030304,0.25,0.2079646017699115,0.1956521739130435
31,0.127827847,0.2966101694915254,0.3008474576271186,0.29338842975206614,0.2975206611570248,0.29707112970711297,0.23949579831932774,0.23076923076923078,0.251063829787234,0.3173913043478261,0.336283185840708,0.41125541125541126,0.4291845493562232,0.405982905982906,0.3277310924369748,0.31275720164609055,0.2581967213114754,0.2073170731707317,0.15163934426229508
32,0.060388433,0.15879828326180256,0.13924050632911392,0.12340425531914893,0.14522821576763487,0.1557377049180328,0.14754098360655737,0.18951612903225806,0.2032520325203252,0.22633744855967078,0.2248995983935743,0.21912350597609562,0.22088353413654618,0.20717131474103587,0.17063492063492064,0.1422924901185771,0.11904761904761904,0.0873015873015873,0.06614785992217899
33,0.09815110699999999,0.24789915966386555,0.24789915966386555,0.2184873949579832,0.20253164556962025,0.22127659574468084,0.23404255319148937,0.2594142259414226,0.28870292887029286,0.32217573221757323,0.35319148936170214,0.3487394957983193,0.35294117647058826,0.31063829787234043,0.27467811158798283,0.2314410480349345,0.1896551724137931,0.14345991561181434,0.15126050420168066
34,0.055450945,0.03461538461538462,0.038314176245210725,0.05384615384615385,0.04905660377358491,0.05303030303030303,0.061068702290076333,0.0694980694980695,0.06870229007633588,0.1015625,0.11673151750972763,0.13953488372093023,0.138996138996139,0.12015503875968993,0.11764705882352941,0.09881422924901186,0.08139534883720931,0.07874015748031496,0.058823529411764705
35,0.05253441,0.13565891472868216,0.14173228346456693,0.14453125,0.1434108527131783,0.16091954022988506,0.1776061776061776,0.19083969465648856,0.19066147859922178,0.171875,0.1517509727626459,0.14785992217898833,0.13076923076923078,0.11923076923076924,0.10384615384615385,0.07633587786259542,0.05384615384615385,0.05,0.03543307086614173
36,0.13525458,0.35267857142857145,0.35267857142857145,0.3656387665198238,0.35344827586206895,0.2987551867219917,0.2938775510204082,0.26639344262295084,0.3089430894308943,0.321285140562249,0.3493975903614458,0.36507936507936506,0.421259842519685,0.404,0.3643724696356275,0.28112449799196787,0.252,0.22088353413654618,0.18326693227091634
37,0.154151534,0.4247787610619469,0.42735042735042733,0.451063829787234,0.4834710743801653,0.48360655737704916,0.4816326530612245,0.5040983606557377,0.47540983606557374,0.4819277108433735,0.4342629482071713,0.44047619047619047,0.373015873015873,0.3466135458167331,0.264,0.18,0.14919354838709678,0.125,0.14342629482071714
38,0.154624281,0.45416666666666666,0.46382978723404256,0.4444444444444444,0.405982905982906,0.3922413793103448,0.36637931034482757,0.3852813852813853,0.38961038961038963,0.4449152542372881,0.4472573839662447,0.40756302521008403,0.39591836734693875,0.3780487804878049,0.3319672131147541,0.2804878048780488,0.2530612244897959,0.22857142857142856,0.16666666666666666
39,0.11959409,0.2845528455284553,0.30522088353413657,0.30120481927710846,0.29435483870967744,0.3188976377952756,0.34615384615384615,0.38461538461538464,0.4312977099236641,0.3977272727272727,0.3992673992673993,0.3882783882783883,0.3786764705882353,0.33090909090909093,0.28832116788321166,0.2536764705882353,0.21851851851851853,0.20220588235294118,0.18613138686131386
40,0.11944531900000001,0.26587301587301587,0.25984251968503935,0.23715415019762845,0.25301204819277107,0.2786885245901639,0.3153526970954357,0.3029045643153527,0.32916666666666666,0.3073770491803279,0.28512396694214875,0.28512396694214875,0.27125506072874495,0.24096385542168675,0.21951219512195122,0.17886178861788618,0.15139442231075698,0.1285140562248996,0.13360323886639677
41,0.192813312,0.3974358974358974,0.4,0.4434782608695652,0.42735042735042733,0.37872340425531914,0.35833333333333334,0.4125,0.4435146443514644,0.5271966527196653,0.5550847457627118,0.5062761506276151,0.4669421487603306,0.39662447257383965,0.2936170212765957,0.24050632911392406,0.2175732217573222,0.1940928270042194,0.14285714285714285
42,0.091159782,0.2222222222222222,0.2171945701357466,0.22018348623853212,0.20909090909090908,0.22624434389140272,0.2072072072072072,0.2168141592920354,0.23008849557522124,0.24,0.2510822510822511,0.27586206896551724,0.3232758620689655,0.29130434782608694,0.29130434782608694,0.24786324786324787,0.22844827586206898,0.1829787234042553,0.13559322033898305
43,0.194702293,0.30416666666666664,0.3347457627118644,0.37606837606837606,0.44052863436123346,0.40948275862068967,0.42735042735042733,0.41350210970464135,0.4177215189873418,0.44017094017094016,0.4008438818565401,0.4110169491525424,0.37130801687763715,0.3404255319148936,0.27631578947368424,0.19469026548672566,0.13656387665198239,0.10176991150442478,0.11894273127753303
44,0.143358288,0.34523809523809523,0.33070866141732286,0.3828125,0.40711462450592883,0.3784860557768924,0.35390946502057613,0.36065573770491804,0.36401673640167365,0.3206751054852321,0.3218884120171674,0.3133047210300429,0.3067226890756303,0.2875,0.27385892116182575,0.24193548387096775,0.24110671936758893,0.22709163346613545,0.22529644268774704
45,0.212564975,0.5021097046413502,0.5165289256198347,0.5211864406779662,0.502127659574468,0.5042372881355932,0.43037974683544306,0.4248927038626609,0.4334763948497854,0.4810126582278481,0.4678111587982833,0.502092050209205,0.44813278008298757,0.35,0.3155737704918033,0.25925925925925924,0.21487603305785125,0.175,0.19665271966527198
46,0.146214077,0.21951219512195122,0.23265306122448978,0.225,0.21518987341772153,0.25630252100840334,0.2886178861788618,0.3588709677419355,0.40963855421686746,0.4474708171206226,0.4653846153846154,0.4356060606060606,0.4418604651162791,0.44015444015444016,0.3568627450980392,0.28174603174603174,0.2804878048780488,0.25206611570247933,0.25206611570247933
47,0.183024942,0.5146443514644351,0.4730290456431535,0.4291497975708502,0.41295546558704455,0.39357429718875503,0.3401639344262295,0.32113821138211385,0.2971887550200803,0.3089430894308943,0.38016528925619836,0.4669421487603306,0.47950819672131145,0.4122448979591837,0.34959349593495936,0.2612244897959184,0.21052631578947367,0.184,0.21862348178137653
48,0.061989208,0.14049586776859505,0.16666666666666666,0.19148936170212766,0.18907563025210083,0.2127659574468085,0.20600858369098712,0.1888412017167382,0.18025751072961374,0.16666666666666666,0.1581196581196581,0.15450643776824036,0.13559322033898305,0.10256410256410256,0.08713692946058091,0.07083333333333333,0.07851239669421488,0.07172995780590717,0.06808510638297872
49,0.188881634,0.44696969696969696,0.4367816091954023,0.4448818897637795,0.42570281124497994,0.37751004016064255,0.38247011952191234,0.41106719367588934,0.3715415019762846,0.3875968992248062,0.4122137404580153,0.41923076923076924,0.38910505836575876,0.33984375,0.277992277992278,0.24427480916030533,0.21755725190839695,0.16981132075471697,0.16541353383458646
50,0.16074059999999998,0.2597402597402597,0.22943722943722944,0.23555555555555555,0.24347826086956523,0.2703862660944206,0.3347457627118644,0.3577586206896552,0.3706896551724138,0.3948497854077253,0.4675324675324675,0.4721030042918455,0.4345991561181435,0.3403361344537815,0.2647058823529412,0.2,0.16595744680851063,0.12863070539419086,0.09205020920502092
51,0.11730096400000001,0.365296803652968,0.3333333333333333,0.31797235023041476,0.3302325581395349,0.35348837209302325,0.3474178403755869,0.35585585585585583,0.3755656108597285,0.32599118942731276,0.31601731601731603,0.2956521739130435,0.3008474576271186,0.2564102564102564,0.18454935622317598,0.14655172413793102,0.12875536480686695,0.1,0.06060606060606061
52,0.14909771800000002,0.354978354978355,0.354978354978355,0.3924050632911392,0.3728813559322034,0.41841004184100417,0.42916666666666664,0.44129554655870445,0.45714285714285713,0.44081632653061226,0.43089430894308944,0.4186991869918699,0.411522633744856,0.3875,0.32916666666666666,0.2946058091286307,0.2804878048780488,0.2190082644628099,0.25
53,0.211348349,0.4595744680851064,0.43722943722943725,0.4260869565217391,0.44541484716157204,0.45454545454545453,0.4824561403508772,0.5151515151515151,0.46153846153846156,0.4769874476987448,0.4793388429752066,0.48760330578512395,0.46530612244897956,0.4007936507936508,0.3031496062992126,0.25,0.25691699604743085,0.250996015936255,0.23904382470119523
54,0.220778582,0.44396551724137934,0.4482758620689655,0.42105263157894735,0.41333333333333333,0.36681222707423583,0.34347826086956523,0.32599118942731276,0.3407079646017699,0.38222222222222224,0.3672566371681416,0.3782608695652174,0.37662337662337664,0.3474576271186441,0.3054393305439331,0.24472573839662448,0.22268907563025211,0.2157676348547718,0.1825726141078838
55,0.21328092199999998,0.49382716049382713,0.5147679324894515,0.48523206751054854,0.5189873417721519,0.5042016806722689,0.4666666666666667,0.42016806722689076,0.4,0.40585774058577406,0.45643153526970953,0.4393305439330544,0.4605809128630705,0.37037037037037035,0.36363636363636365,0.31020408163265306,0.345679012345679,0.3114754098360656,0.2863070539419087
56,0.11670346599999999,0.3206751054852321,0.2553191489361702,0.2264957264957265,0.21794871794871795,0.2,0.24369747899159663,0.2320675105485232,0.25738396624472576,0.3235294117647059,0.3261802575107296,0.3220338983050847,0.3319327731092437,0.28991596638655465,0.24680851063829787,0.21810699588477367,0.17142857142857143,0.1346938775510204,0.09387755102040816
57,0.09472371199999999,0.23461538461538461,0.19140625,0.20080321285140562,0.1991869918699187,0.22131147540983606,0.226890756302521,0.2384937238493724,0.2594142259414226,0.25925925925925924,0.264,0.2868525896414343,0.296,0.28225806451612906,0.242914979757085,0.196,0.13765182186234817,0.11336032388663968,0.07723577235772358
58,0.09505964800000001,0.23076923076923078,0.23684210526315788,0.2311111111111111,0.22026431718061673,0.2096069868995633,0.2,0.2168141592920354,0.19555555555555557,0.21428571428571427,0.22869955156950672,0.23636363636363636,0.23255813953488372,0.2073732718894009,0.2018348623853211,0.1590909090909091,0.13063063063063063,0.16071428571428573,0.15625
59,0.084455117,0.13617021276595745,0.11914893617021277,0.11965811965811966,0.11715481171548117,0.1115702479338843,0.11203319502074689,0.1322314049586777,0.12396694214876033,0.125,0.13545816733067728,0.1541501976284585,0.13545816733067728,0.15810276679841898,0.15873015873015872,0.156,0.1349206349206349,0.128,0.11244979919678715
60,0.07387015799999999,0.16535433070866143,0.1626984126984127,0.16666666666666666,0.1700404858299595,0.2,0.1885245901639344,0.18442622950819673,0.2024793388429752,0.18143459915611815,0.1908713692946058,0.20502092050209206,0.2066115702479339,0.20675105485232068,0.15767634854771784,0.128099173553719,0.09917355371900827,0.06611570247933884,0.05
61,0.159194138,0.3364485981308411,0.35046728971962615,0.3581395348837209,0.37104072398190047,0.38073394495412843,0.3761467889908257,0.33796296296296297,0.3443396226415094,0.39090909090909093,0.423963133640553,0.45754716981132076,0.4339622641509434,0.3584905660377358,0.29107981220657275,0.24537037037037038,0.20909090909090908,0.13513513513513514,0.1318181818181818
62,0.080405425,0.25101214574898784,0.22983870967741934,0.236,0.25193798449612403,0.26153846153846155,0.30268199233716475,0.3192307692307692,0.32421875,0.28294573643410853,0.2702702702702703,0.24528301886792453,0.2819548872180451,0.23018867924528302,0.19318181818181818,0.17870722433460076,0.17424242424242425,0.16165413533834586,0.12406015037593984
63,0.20162605100000003,0.3904382470119522,0.34274193548387094,0.356,0.4008097165991903,0.43373493975903615,0.4166666666666667,0.42616033755274263,0.45491803278688525,0.4291497975708502,0.46215139442231074,0.52,0.5421686746987951,0.5399239543726235,0.43410852713178294,0.35658914728682173,0.328,0.2549800796812749,0.26
64,0.223133745,0.51171875,0.49416342412451364,0.46825396825396826,0.4396887159533074,0.4448818897637795,0.5291828793774319,0.5366795366795367,0.5214007782101168,0.5283018867924528,0.5407407407407407,0.5934065934065934,0.583941605839416,0.5,0.3781818181818182,0.3175182481751825,0.2610294117647059,0.2536764705882353,0.22878228782287824
65,0.222661258,0.48616600790513836,0.4627450980392157,0.4591439688715953,0.46484375,0.5330739299610895,0.541501976284585,0.4826254826254826,0.48846153846153845,0.4573643410852713,0.4573643410852713,0.4367816091954023,0.42528735632183906,0.3333333333333333,0.24206349206349206,0.2032520325203252,0.1762295081967213,0.1693548387096774,0.19444444444444445
66,0.20610229,0.44672131147540983,0.51440329218107,0.5666666666666667,0.5165289256198347,0.4898785425101215,0.4057377049180328,0.35080645161290325,0.3224489795918367,0.3045267489711934,0.2946058091286307,0.31512605042016806,0.2803347280334728,0.26337448559670784,0.2175732217573222,0.16666666666666666,0.1440329218106996,0.17768595041322313,0.19262295081967212
67,0.205438082,0.35294117647058826,0.37130801687763715,0.3697478991596639,0.3760330578512397,0.4186991869918699,0.44534412955465585,0.4722222222222222,0.47808764940239046,0.4738955823293173,0.49795918367346936,0.5203252032520326,0.5524193548387096,0.4817813765182186,0.38461538461538464,0.27309236947791166,0.24696356275303644,0.22857142857142856,0.22357723577235772
68,0.077535115,0.12446351931330472,0.12987012987012986,0.1111111111111111,0.1,0.1111111111111111,0.10655737704918032,0.11740890688259109,0.11020408163265306,0.10245901639344263,0.10699588477366255,0.09716599190283401,0.09716599190283401,0.09795918367346938,0.075,0.05907172995780591,0.05,0.04680851063829787,0.029914529914529916
69,0.212830407,0.4576271186440678,0.4315352697095436,0.3670886075949367,0.3900414937759336,0.4567901234567901,0.5168067226890757,0.4897959183673469,0.5060728744939271,0.4900398406374502,0.512,0.48582995951417,0.46311475409836067,0.3723849372384937,0.2923728813559322,0.23236514522821577,0.19747899159663865,0.1440677966101695,0.15546218487394958
70,0.194712793,0.5296610169491526,0.5387931034482759,0.48484848484848486,0.48034934497816595,0.5316455696202531,0.5352697095435685,0.5487804878048781,0.5060728744939271,0.4816326530612245,0.436,0.4555984555984556,0.4749034749034749,0.4076923076923077,0.34615384615384615,0.27307692307692305,0.24427480916030533,0.22813688212927757,0.21374045801526717
71,0.195135098,0.3855932203389831,0.4194915254237288,0.4608695652173913,0.44396551724137934,0.4177215189873418,0.3881856540084388,0.3276595744680851,0.29914529914529914,0.2826086956521739,0.2832618025751073,0.3056768558951965,0.29411764705882354,0.2616033755274262,0.2222222222222222,0.19480519480519481,0.19313304721030042,0.20087336244541484,0.1724137931034483
72,0.17553455199999998,0.40789473684210525,0.39473684210526316,0.3788546255506608,0.41409691629955947,0.3794642857142857,0.42358078602620086,0.4669603524229075,0.4780701754385965,0.47391304347826085,0.4192139737991266,0.4247787610619469,0.39737991266375544,0.3146551724137931,0.21739130434782608,0.18181818181818182,0.14042553191489363,0.12608695652173912,0.12444444444444444
73,0.07736293400000001,0.13671875,0.12109375,0.1377952755905512,0.14728682170542637,0.16731517509727625,0.16923076923076924,0.16216216216216217,0.19215686274509805,0.19066147859922178,0.20689655172413793,0.22178988326848248,0.21653543307086615,0.21428571428571427,0.1746031746031746,0.148,0.13414634146341464,0.1037344398340249,0.10638297872340426
74,0.19620574600000001,0.3319672131147541,0.3724696356275304,0.41295546558704455,0.49612403100775193,0.5058365758754864,0.5196850393700787,0.5252918287937743,0.5172413793103449,0.5305343511450382,0.5076923076923077,0.44274809160305345,0.43283582089552236,0.3626373626373626,0.27715355805243447,0.22304832713754646,0.1895910780669145,0.16974169741697417,0.17518248175182483
75,0.053976808,0.14728682170542637,0.16602316602316602,0.1607843137254902,0.15384615384615385,0.14728682170542637,0.15748031496062992,0.1607843137254902,0.14285714285714285,0.14056224899598393,0.13545816733067728,0.13333333333333333,0.1423076923076923,0.1245136186770428,0.1220472440944882,0.10894941634241245,0.09448818897637795,0.08984375,0.07058823529411765
76,0.21084724100000002,0.4100418410041841,0.42436974789915966,0.47280334728033474,0.4634146341463415,0.4493927125506073,0.4024390243902439,0.396,0.4112903225806452,0.42448979591836733,0.3861788617886179,0.3895582329317269,0.3870967741935484,0.37398373983739835,0.3253012048192771,0.2857142857142857,0.30434782608695654,0.26693227091633465,0.24497991967871485
77,0.056828316,0.19583333333333333,0.18181818181818182,0.15611814345991562,0.12605042016806722,0.12863070539419086,0.0970464135021097,0.0954356846473029,0.08196721311475409,0.06967213114754098,0.06910569105691057,0.08536585365853659,0.08196721311475409,0.07630522088353414,0.07661290322580645,0.06451612903225806,0.056,0.06719367588932806,0.05138339920948617
78,0.17252092800000002,0.39574468085106385,0.4322033898305085,0.453781512605042,0.4279661016949153,0.40336134453781514,0.37446808510638296,0.3333333333333333,0.3146551724137931,0.3652173913043478,0.3879310344827586,0.4406779661016949,0.42436974789915966,0.4105691056910569,0.3603238866396761,0.3048780487804878,0.2764227642276423,0.23265306122448978,0.22448979591836735
79,0.127577472,0.34513274336283184,0.3393665158371041,0.36363636363636365,0.35454545454545455,0.3211009174311927,0.27149321266968324,0.21266968325791855,0.1643835616438356,0.16289592760180996,0.17972350230414746,0.167420814479638,0.2088888888888889,0.19736842105263158,0.2183406113537118,0.2025862068965517,0.16666666666666666,0.14957264957264957,0.15450643776824036
80,0.104926979,0.2537878787878788,0.27099236641221375,0.2840909090909091,0.25193798449612403,0.2549019607843137,0.20634920634920634,0.17670682730923695,0.1693548387096774,0.1693548387096774,0.20816326530612245,0.20080321285140562,0.20318725099601595,0.192,0.18181818181818182,0.16334661354581673,0.14960629921259844,0.11904761904761904,0.11462450592885376
81,0.21440138399999997,0.4591439688715953,0.42412451361867703,0.4496124031007752,0.41472868217054265,0.44047619047619047,0.45703125,0.4669260700389105,0.4523809523809524,0.424,0.464,0.48616600790513836,0.4765625,0.38188976377952755,0.3176470588235294,0.24609375,0.199203187250996,0.2,0.20242914979757085
82,0.19415545899999997,0.39908256880733944,0.3936651583710407,0.38839285714285715,0.3466666666666667,0.3648068669527897,0.36681222707423583,0.3920704845814978,0.3805309734513274,0.35267857142857145,0.34051724137931033,0.3179916317991632,0.36363636363636365,0.3512396694214876,0.2863070539419087,0.19747899159663865,0.16595744680851063,0.14767932489451477,0.09917355371900827
83,0.086951968,0.1776061776061776,0.16091954022988506,0.16535433070866143,0.16205533596837945,0.17786561264822134,0.18823529411764706,0.21176470588235294,0.23552123552123552,0.2339622641509434,0.27756653992395436,0.28517110266159695,0.29118773946360155,0.3015267175572519,0.2653846153846154,0.20622568093385213,0.21509433962264152,0.17692307692307693,0.16475095785440613
